Name,Type,Faction,Category,Legendary,Dedication,Cost,Initiative,Backlash,Damage,Defense,Mentality,Tenacity,Effect1,Effect2,Effect3,,
Flourish,Warp,Asylum,Flora,No,2,5,,,,,,,Destory Friendly Dreamshape And Gain Morale Equal To Its Defense,,,,
Deter,Warp,Asylum/Authority,Elemental,No,1/2,2,,,,,,,Give A Dreamshape Deflect For The Rest Of The Turn,,,,
Shield Up,Warp,Asylum/Authority,Mechanical,No,1/1,2,,,,,,,Ally Unit Does Not Attack This Turn; It Gains Armor Equal To It's Initiative Value For The Turn,,,,
Protect,Warp,Authority,Void,No,4,2,,,,,,,Negate Distort Or Dreamplane Effect,,,,
Well Equipped,Warp,Authority,Mechanical,No,3,12,,,,,,,Destroy All Dreamshapes Without An Attachment Or Occupying A Landmark,,,,
Cushion,Warp,Authority,Shadow,No,1,2,,,,,,,Give A Dreamshape Defender,,,,
Border Control,Warp,Authority,Void,No,1,4,,,,,,,Stop The Placement Of A Dreamshape That Costs 4 Or Less; If It Is On Your Side Of The Board This Warp Costs 3 Less,,,,
Multiply,Warp,Authority/Sect13,Void,Yes,2/2,3,,,,,,,You May Exile As Many Friendly Or Enemy Distorts And Warps From Their Discard As You Want; Play Another Warp Paying Its Cost Triggering An Additional Time For Free For Every 5 Distorts And Warps Exiled,,,,
Back Fire,Warp,Havoc,Animalistic,No,2,4,,,,,,,"Destroy Target Dreamshape, All Players Take The Backlash Damage",,,,
Damage Deflection,Warp,Havoc,Shadow,No,2,4,,,,,,,You May Redirect One Combat Damage Source To A Different Unit Of Same Owner Next Initiative,,,,
Nuclear Bomb,Warp,Havoc,Animalistic,No,3,8,,,,,,,Destroy 2 Friendly Dreamshapes To Destroy All Dreamshapes With Each Player Taking 2 Extra Backlash From Each One,,,,
Vanish,Warp,Havoc,Void,No,1,5,,,,,,,Exile Target Dreamshape With 4 Defense Or Less,,,,
An Eye For An Eye,Warp,Outlander,Animalistic,No,3,10,,,,,,,Destory An Enemy Dreamshape For Each Ally Dreamshape You Destroy Until None Remain On One Side,,,,
Vampiric Mutt,Dreamshape,Havoc,Animalistic,No,2,5,1,5,0,8,,,Bash,Rampage(1),,,
Inquisitor,Dreamshape,Outlander,Animalistic,No,2,8,2,6,2,10,,,Rampage(3),,,,
Gerbol,Dreamshape,Havoc,Mechanical,No,1,2,1,2,1,3,,,Pierce,,,,
M.A.F.P,Dreamshape,Havoc,Mechanical,No,2,5,3,4,3,2,,,Pierce,,,,
Scourge,Dreamshape,Outlander,Mechanical,No,3,9,4,6,6,8,,,Pierce,,,,
Scout,Dreamshape,Sect13,Void,No,2,4,4,4,0,1,,,On Death opponent takes backlash value instead of you,,,,
Shock Trooper,Dreamshape,Asylum,Void,No,1,3,4,3,0,3,,,Paralyze,,,,
Rust Bucket,Dreamshape,Authority,Mechanical,No,1,4,1,4,3,1,,,React,,,,
Vinewack,Dreamshape,Asylum,Flora,No,2,8,4,5,3,10,,,React,,,,
Faint,Distort,Sect13,Void,No,1,3,,,,,,,Trigger All Keywords That Trigger On Attack But With 0 Damage,,,,
Loran,Dreamshape,Outlander,Mechanical,No,1,3,2,3,1,1,,,Vanguard(Gain 2 Defense),Reserve(Gain 2 Attack),,,
Electroid,Dreamshape,Sect13,Elemental,No,1,7,3,5,5,4,,,Vanguard(On Death Deal 5 Damage To Attackers),Reserve(On Spawn Deal 3 Damage To Enemy Units In | (Column),,,
Lizniz,Dreamshape,Havoc,Animalistic,No,1,5,2,4,2,3,,,Vanguard(Gain 4 Attack),,,,
Shift,Distort,Sect13,Mechanical,No,1,2,,,,,,,Move A Dreamshape From The Back Row To The Front Row Or The Other Way Around In The Same Column On The Owner's Side,,,,
Collapser,Dreamshape,Sect13,Void,No,3,7,3,5,5,2,,,Reserve(On Death Exile This Dreamshape Instead),,,,
Vortox,Dreamshape,Havoc,Animalistic,No,3,3,1,3,4,1,,,Nightmare,,,,
Blood Seeker,Dreamshape,Sect13,Void,No,3,5,4,0,3,4,,,Nightmare,,,,
Strondal The Consumer,Dreamshape,Sect13,Animalistic,No,3,6,2,6,6,6,,,Nightmare,,,,
Guummy Rat Pack,Dreamshape,Havoc,Animalistic,No,2,8,1,6,2,4,,,Strike(2),Strike(3),Strike(4),,Active This Dreamshape Cannot Trigger Effects From Attacking On Its Self
Crammy Rat Pack,Dreamshape,Havoc,Elemental,No,1,6,4,5,0,8,,,Active Every Time An Ally With The [Pack] Trait Attacks Gain 1 Attack,,,,
Nimmy Rat Pack,Dreamshape,Havoc,Animalistic,No,1,3,4,4,2,2,,,Strike(1),,,,
Rulin The Vampire Prince,Dreamshape,Sect13,Shadow,No,1,10,2,7,5,9,,,Strike(3),Drain(1),,,
Vormmy Rat Pack,Dreamshape,Havoc,Animalistic,No,3,6,1,4,2,4,,,Strike(2),Active When This Attacks Trigger Effects That Trigger On Attack Twice,,,
Bormmy Rat Pack,Dreamshape,Havoc,Elemental,No,2,10,3,6,2,8,,,Strike(4),Pierce,,,
Pack Hunter,Dreamshape,Authority,Void,No,1,6,2,5,5,5,,,Active All Dreamshapes Cannot Attack More Than Once Per Turn,,,,
Initiate,Warp,Havoc,Animalistic,No,3,5,,,,,,,Force A Dreamshape To Attack Next Initiative If They Do Not Normally,,,,
Hidden Blade,Attachment,Sect13,Animalistic,No,2,4,,,,,,,Give A Dreamshape Strike[1],,,,
Instinct,Attachment,Mercenary,Animalistic,No,0,1,,,,,,,Attached Dreamshape is now Animalistic In Addition To Its Current Category,,,,
Cloak,Attachment,Mercenary,Shadow,No,0,1,,,,,,,Attached Dreamshape is now Shadow In Addition To Its Current Category,,,,
Force,Attachment,Mercenary,Elemental,No,0,1,,,,,,,Attached Dreamshape is now Elemental In Addition To Its Current Category,,,,
Nurture,Attachment,Mercenary,Flora,No,0,1,,,,,,,Attached Dreamshape is now Flora In Addition To Its Current Category,,,,
Invoke,Attachment,Mercenary,Mechanical,No,0,1,,,,,,,Attached Dreamshape is now Mechanical In Addition To Its Current Category,,,,
Wave Shift,Distort,Mercenary,Void,No,0,2,,,,,,,Search Your Deck For Up To 3 Cards With The [Morph] Trait And Put Them In Your Hand ,,,,
Water Elemental,Dreamshape,Mercenary,Void,No,0,8,3,6,2,10,,,On Spawn Search Your Deck For An Attachment With The [Morph] Trait and Attach It To This Card,End Of Turn Gain 1 Attack For Every Dreamshape On The Field With The Same Categories As This Card,,,
Ice Giant,Dreamshape,Mercenary,Void,No,0,6,4,5,4,6,,,End Of Turn Gain The Natural Effects Of Another Dreamshape With The Same Category As This Card,,,,
Choose An Emotion,Warp,Mercenary,Void,No,0,4,,,,,,,All Ally Dreamshapes Gain A Chosen Category Until End Of Turn,,,,
Death,Dreamshape,Havoc,Void,No,2,7,1,5,7,2,,,Kill[Draw A Card],,,,
Life,Dreamshape,Asylum,Void,No,1,3,3,2,1,3,,,On Spawn Draw A Card,,,,
Grounds Keeper,Dreamseeker,Outlander,Void,No,1,,,,,,2,,Active Add Your Opponents Dedication To Your Dedication Pool,,,,
Chief's Yard,Base,Outlander,Void,No,1,,,,,,,3,Active Add Your Opponents Dedication To Your Dedication Pool,,,,
The Inquisitive Ogre,Dreamshape,Outlander,Void,No,2,8,2,5,1,1,,,On Spawn For Every Dedication You Have Gain 1 Attack And 1 Defense,,,,
Misery Loves Company,Distort,Sect13/Havoc,Shadow,No,1/1,5,,,,,,,Reduce Your Opponent's Dreamshapes's Attack By 1 For Each Dreamshape In Play With The Nightmare Keyword,,,,
Taxes And Burdens,Distort,Authority/Sect13,Elemental,No,1/1,3,,,,,,,For Every Warp Played This Turn Either Remove 1 Energy From An Opponent Or Apply 1 Stack Of Poison To A Dreamshape,,,,
Variety Is The Spice Of Life,Distort,Asylum,Void,No,2,3,,,,,,,Draw A Card For Every Unique Natural Keyword On A Dreamshape In Play,,,,
Trash Collector,Dreamshape,Havoc,Void,No,3,4,4,4,1,6,,,"Active When An Opponent Trashes A Card, Draw A Card",,,,
Stump,Warp,Authority,Elemental,No,2,5,,,,,,,Deal Damage Equal To Half Of A Dreamshapes' Defense Rounding Down,,,,
Unneed Minions,Distort,Sect13,Shadow,No,2,2,,,,,,,"Discard As Many Cards As You Would Like, For Each Card Discarded Deal 2 Damage To A Dreamshape",,,,
Systematic,Distort,Outlander,Void,No,1,5,,,,,,,Deal 2 Damage To All Enemies For Every Unique Dedication Faction You Have,,,,
Shutdown,Warp,Sect13,Shadow,No,3,3,,,,,,,"In Response To A Dreamshape Being Played, Deal 6 Damage To It",,,,
Shrink,Distort,Asylum,Flora,No,3,4,,,,,,,Set A Dreamshape's Defense To 4,,,,
Star Caller,Dreamshape,Havoc,Elemental,No,3,4,4,5,1,4,,,On Turn End Deal 2 Damage To A Dreamshape,,,,
Rampager,Dreamshape,Sect13,Animalistic,Yes,2,7,4,5,2,7,,,On Turn End Deal Damage Equal To This Dreamshapes Attack To Another Dreamshape,,,,
Fire Starter,Dreamshape,Authority,Flora,Yes,3,9,2,4,6,6,,,Active All Dreamshapes Cannot Have Defense Over 6,,,,
Trial By Fire,Warp,Asylum,Elemental,No,2,5,,,,,,,Blink Deal 3 Damage To A Dreamshape If It Survives Heal It By 4,,,,
Galaxy Destroyer,Dreamshape,Mercenary,Void,Yes,1/1/1/1/1,12,4,8,12,12,,,"On Start Turn Choose A Dedication Type, This Dreamshape Negates All Damage Done To It By Dreamshapes And Effects With That Dedication This Turn",,,,
Faction Boon,Distort,Mercenary,Void,No,0,3,,,,,,,"Choose A Dedication Type, Gain 1 Energy For Each Dedication Of That Type You Have",,,,
Invest,Distort,Mercenary,Void,No,0,10,,,,,,,Gain 12 Energy,,,,
Energy Spurt,Distort,Authority,Void,No,2,2,,,,,,,Trigger All Recharge Keywords,,,,
Gourge,Dreamshape,Outlander,Flora,No,3,12,1,6,7,7,,,Recharge[4],,,,
Erwin,Dreamseeker,Authority,Void,No,1,,,,,,0,,Active Up To 5 Energy Carries Over From Turn To Turn,,,,
Electric Lab,Base,Authority,Void,No,1,,,,,,,1,Active Up To 5 Energy Carries Over From Turn To Turn,,,,
Electric Sparker,Dreamshape,Outlander,Flora,No,2,6,1,5,0,14,,,Recharge[1],,,,
Last Surplus,Distort,Asylum,Void,No,1,2,,,,,,,Gain 1 Energy For Every 5 Missing Morale,,,,
Tsunami,Dreamplane,Mercenary,Void,,0,,,,,,1,2,Discard This Dreamplane To Discard Opponent's Active Dreamplane,,,,
Trash Pile,Dreamplane ,Mercenary,Void,,0,,,,,,1,2,"look at the next card of your dreamplane deck, choose to discard it or keep it, repeat until you keep",,,,
Excavator,Dreamshape,Outlander,Void,,3,15,2,8,7,7,,,on spawn discard an opponent's dreamplane other then the one played this turn,,,,
Fester,Distort,Havoc,Animalistic,,2,1,,,,,,,discard one of your dreamplanes in play to spawn a rat token,,,,
Land Shift,Distort,Authority,Void,,3,7,,,,,,,choose an opponents dreamplane In play to put on the bottom of their dreamplane deck,,,,
Land Explosion,Distort,Mercenary,Void,,0,0,,,,,,,discard an ally dreamplane in play to gain 2 energy,,,,
Energy Absorber,Dreamshape,Mercenary,Void,,3,7,1,3,1,3,,,active dreamplanes in play cannot provide more than 2 energy,,,,
Plague,Distort,Havoc,Animalistic,,2,2,,,,,,,"discard an opponent's dreamplane in play, that opponent spawns 2 rat tokens",,,,
Wasteland,Dreamplane,Mercenary,Void,,,,,,,,0,2,opponent's last played dreamplane provides no energy,,,,
Land Tortoise,Dreamplane,Mercenary,Void,,,,2,2,6,6,,2,Wild,,,,
Rock Elemental,Dreamplane,Authority,Elemental,,,,3,2,6,1,,1,Wild,Ranged,,,
Swamp Monster,Dreamplane,Sect13,Shadow,,,,2,2,2,2,,0,Wild,Lethal,,,
Growth Treant,Dreamplane,Authority,Elemental,,,,1,2,1,6,,2,Wild,Recharge[2],,,
Ancient Protector,Dreamplane,Sect13,Flora,,,,2,2,4,2,,1,Wild,Drain[3],,,
Forest Protector,Dreamplane,Havoc,Animalistic,,,,2,2,7,2,,0,Wild,Branch,,,
Fire Destroyer,Dreamplane,Sect13,Shadow,,,,4,2,3,2,,2,Wild,On Death Deal 1 Damage To All Dreamshapes And Tokens,,,
Sacred Tree,Dreamplane,Outlander,Flora,,,,1,2,3,1,,2,Wild,On Death Gain 5 Energy,,,
Sand Trapper,Dreamplane,Asylum,Flora,,,,1,1,3,7,,1,Wild,React,,,
Fire Elemental,Elemental,Havoc,,,1,,3,,7,4,,1,,,,,
Life Elemental,Elemental,Asylum,,,1,,4,,0,12,,2,,,,,
Metal Elemental,Elemental,Authority ,,,1,,1,,3,4,,2,,,,,
Poison Elemental,Elemental,Sect13,,,1,,2,,3,4,,2,,,,,
Water Elemental,Elemental,Outlander,,,1,,3,,4,4,,2,,,,,
Rewind Clock,Attachment,Asylum,Flora,,3,5,,,,,,,On Turn End return dreamshape to default defense,,,,
Jet Boots,Attachment,Sect13,Shadow,,1,3,,,,,,,When attacked move attached dreamshape to an available space on same side,,,,
Energy Shield,Attachment,Authority,Flora,,4,5,,,,,,,Give attached dreamshape barrier,,,,
Rockets,Attachment,Havoc,Animalistic,,3,5,,,,,,,Deal +4 combat damage,,,,
Renegade,Dreamshape,Authority,Mechanical,No,1,4,3,3,3,3,,,Active Gain Armor[1] For Every Animalitic Unit,,,,
Disrepairor,Dreamshape,Outlander,Mechanical,No,2,6,3,5,5,2,,,Armor[5],End Of Turn Remove Armor[1],,,
Junk Collector,Dreamshape,Asylum,Mechanical,No,2,5,2,4,4,4,,,Armor[1],End Of Turn Add Armor[1],,,
Battle Droid,Dreamshape,Havoc,Animalistic,No,2,6,1,5,7,2,,,Kill[Gain Armor[2]],,,,
Protector,Dreamshape,Outlander,Mechanical,No,2,4,4,3,2,2,,,On Spawn Give Armor[3] To An Ally Unit,,,,
Roller,Dreamshape,Outlander,Mechanical,No,2,3,3,3,3,2,,,Armor[2],,,,
Shrub Gatherer,Dreamshape,Outlander,Mechanical,No,3,8,2,5,8,1,,,Armor[4],,,,
Skirmish Droid,Dreamshape,Havoc,Animalistic,No,2,5,4,4,5,3,,,Armor[3],Active Remove Armor[1] To Gain 1 Attack,,,
Fire Caller,Dreamshape,Authority,Elemental,No,3,6,2,5,4,5,,,Armor[2],Once Per Turn Remove Armor[1] To Deal 2 Damage To A Unit,,,
Carnivorous Plant,Dreamshape,Asylum,Flora,No,2,6,4,5,6,5,,,Kill[Set Defense To Default],,,,
Shadow Giver,Dreamshape,Sect13,Shadow,No,2,4,4,4,3,3,,,Active Give All Shadow Units Drain[1],,,,
Reaper,Dreamshape,Havoc,Shadow,No,3,7,1,5,3,3,,,Strike[4],Drain[2],Active Strike[4] On This Card Triggers Drain,,
Sunny,Dreamshape,Outlander,Flora,No,1,5,3,3,3,3,,,On Spawn Give A Unit Drain[2],,,,
Meddix,Dreamshape,Asylum,Mechanical,No,2,8,2,6,2,10,,,Active When This Dreamshape Deals Combat Damage Give Defense To An Ally Unit Equal To Damage Done,,,,
Tree Giver,Dreamshape,Asylum,Flora,No,2,7,4,5,4,4,,,On Death Give Defense To A Unit Equal To This Dreamshape's Default Defense,,,,
Buggy,Dreamshape,Authority,Mechanical,No,4,10,2,7,6,3,,,Overkill,Active Gain Defense Equal To Damage Dealt Directly To Player Morale ,,,
Slasher,Dreamshape,Havoc,Animalistic,No,4,8,3,6,4,1,,,Critical,Active Gain Defense Equal To Damage Dealt Directly To Player Morale ,,,
Slurge,Dreamshape,Sect13,Shadow,NO,2,6,2,5,6,3,,,Drain[3],,,,
Bird Of Prey,Dreamshape,Authority,Elemental,No,2,5,1,4,5,4,,,Flying,Swift,,,
Squirly,Dreamshape,Outlander,Void,No,1,2,4,2,2,2,,,Flying,Dedication[1 Outlander],,,
Toxic Crow,Dreamshape,Outlander,Shadow,No,1,3,1,3,1,2,,,Flying,Poison[4],,,
Crush,Distort,Authority,Mechanical,No,2,5,,,,,,,Destroy A Dreamshape With Flying Or Branch With Cost of 7 Or Less,,,,
Flower Guardian,Dreamshape,Asylum,Flora,No,2,4,3,2,3,2,,,Flying,Revitalize[2],,,
Grounded,Warp,Sect13,Void,No,2,3,,,,,,,All Dreamshapes With Flying Can Be Attacked By Dreamshapes Without Flying Or Branch This Turn,,,,
Gargoyle,Dreamshape,Outlander,Mechanical,No,3,7,4,6,7,8,,,"Enact Choose To Have 1 Of The Following, Flying or Burrow",,,,
Sunstix,Dreamshape,Asylum,Flora,No,1,2,4,1,1,1,,,Enact Gain 1 Defense,,,,
Buzzaird,Dreamshape,Outlander,Void,No,3,5,3,5,7,7,,,Enact If This Dreamshape Has Flying Remove It Or If This Dreamshape Does Not Have Flying Give It Flying,,,,
"Sloarsh, Dream Slasher",Dreamshape,Havoc,Animalistic,No,2,4,3,4,4,5,,,Enact Gain 1 Attack,,,,
Ticket Pass,Warp,Authority,Void,No,2,2,,,,,,,Only One Dreamshape From Each Player Can Be Played For Rest Of Turn,,,,
Energy Wizard,Dreamshape,Outlander,Void,No,3,4,4,4,6,6,,,Enact Refund 1 Cost Of The Placing Player,,,,
Battle Smasher,Dreamshape,Sect13,Elemental,No,2,5,2,4,4,5,,,Stun,,,,
Android Assassin,Dreamshape,Sect13,Elemental,Yes,3,3,2,3,1,3,,,Stun,,,,
Norarp The Alchemist,Dreamshape,Havoc,Animalistic,No,2,4,1,5,3,2,,,Destructive(2),,,,
Petric the Alchemist,Dreamshape,Havoc,Animalistic,No,3,8,3,6,9,9,,,Destructive(3),,,,
Snonny The Alchemist,Dreamshape,Havoc,Animalistic,No,1,3,4,3,0,4,,,Destructive(3),,,,
Vial Supplier,Dreamshape,Havoc,Animalistic,No,2,6,2,5,5,6,,,Destructive(2),,,,
Leaforx,Dreamshape,Asylum,Flora,No,2,5,2,3,3,6,,,Enact Insight(2),Enlightenment(Gain 5 Defense),,,
Snow Wolf,Dreamshape,Outlander,Animalistic,No,1,5,3,4,5,5,,,On Spawn Insight(9),Enlightenment(Gain 4 Attack),,,
Sight,Warp,Outlander,Void,No,2,2,,,,,,,Give a Dreamshape Insight(3),,,,
Light Giver,Dreamshape,Outlander,Void,No,1,2,4,2,3,2,,,On Spawn Give a Dreamshape Insight(2),,,,
Protocol 4,Dreamshape,Authority,Animalistic,No,2,7,3,5,8,7,,,On Turn End Insight(4),Enlightenment (Overkill),,,
Kat Mother,Dreamshape,Havoc,Animalistic,No,2,6,1,5,6,6,,,On Turn End Insight(4),Enlightenment (Bash),,,
Night Collector,Dreamshape,Asylum,Void,No,3,4,4,2,3,8,,,Active When Drawing A Card Insight(2),Enlightenment (Shuffle 3 cards from the discard into the deck),,,
Nightmare Stalker,Dreamshape,Havoc,Mechanical,No,2,9,3,6,9,8,,,Kill(Insight(8)),Enlightenment(Overkill; Gain 4 Defense),,,
Airship,Dreamshape,Outlander,Mechanical,No,2,4,4,4,5,5,,,Flying,Active When Dealing Combat Damage Insight(4),Enlightenment(Remove Flying),,
Dragon Minion,Dreamshape,Mercenary,Mechanical,No,0,4,4,2,3,2,,,Flying,,,,
Baby Gargoyle,Dreamshape,Mercenary,Mechanical,No,0,6,3,3,3,4,,,Flying,,,,
Wyvern,Dreamshape,Mercenary,Mechanical,No,0,8,2,4,4,4,,,Flying,,,,
Fire Dragon,Dreamshape,Mercenary,Mechanical,No,0,10,1,5,5,5,,,Flying,,,,
Ground Stalker,Dreamshape,Mercenary,Mechanical,No,0,4,4,2,3,2,,,Burrow,,,,
Trap Digger,Dreamshape,Mercenary,Shadow,No,0,6,3,3,3,4,,,Burrow,,,,
Roden Hunter,Dreamshape,Mercenary,Mechanical,No,0,8,2,4,4,4,,,Burrow,,,,
Diggin Insector,Dreamshape,Mercenary,Mechanical,No,0,10,1,5,5,5,,,Burrow,,,,
Flying Machine,Attachment,Mercenary,Mechanical,No,0,6,,,,,,,Attached Dreamshape Gains Flying;,Active When First Attached To A Dreamshape Decrease Its Attack By 5,,,
End Of The Universe,Distort,Mercenary,Void,Yes,1/1/1/1/1,5,,,,,,,"Place This Card On Top Of Your Dreamplane Stack, If It Gets Cycled Reduce Opponents Morale To 0 And Discard This Card",,,,
Robot Factory,Dreamplane,Havoc,Animalistic,No,1,,,,,,5,0,You May Skip This Dreamplane To Deal 1 Damage To An Opponent,,,,
Ancient Tomb,Dreamplane,Sect13,Void,No,1,,,,,,4,1,,,,,
Healing Spring,Dreamplane,Asylum,Void,No,1,,,,,,0,3,You May Skip This Dreamplane To Gain 1 Morale,,,,
Laughing Hyena,Dreamshape,Mercenary,Void,No,0,5,1,4,4,3,,,Swift,,,,
Mortimar,Dreamshape,Outlander,Mechanical,No,2,6,2,4,5,5,,,Swift,Branch,,,
Electric Sparker,Dreamshape,Sect13,Elemental,No,2,7,1,5,5,4,,,Swift,Castor,On Spawn Attack Next Initiative,,
Darkness Squasher,Dreamshape,Sect13,Shadow,No,2,7,4,4,2,5,,,Swift,Lethal,,,
Quick Reflexes,Warp,Authority,Elemental,No,3,4,,,,,,,All Ally Units Gain Swift For The Turn,,,,
Brood Mother,Dreamshape,Havoc,Animalistic,No,2,10,3,7,5,9,,,Swift,Bash,,,
Assassin Droid,Dreamshape,Authority,Mechanical,No,2,4,4,3,3,3,,,Swift,Ranged,,,
Sword Slinger,Dreamshape,Authority,Animalistic,No,3,8,2,6,6,6,,,Swift,Overkill,,,
Honor Shadow,Dreamshape,Havoc,Elemental,No,1,5,1,4,4,4,,,Swift,Kill[Lose Swift],,,
Skript,Dreamshape,Sect13,Shadow,No,2,6,2,5,4,5,,,Swift,On Death Give Swift To An Ally Dreamshape,,,
Blood Sucker,Dreamshape,Sect13,Shadow,No,3,6,1,4,4,4,,,Swift,Drain[2],,,
Forest Shadow,Dreamshape,Asylum,Shadow,No,1,3,2,2,2,2,,,Swift,Drain[1],,,
Desert Patroller,Dreamshape,Outlander,Mechanical,No,4,12,3,7,11,11,,,Swift,Ranged,,,
Tracker,Dreamshape,Authority,Mechanical,No,3,9,1,6,7,8,,,Swift,Branch,,,
Mouse Supplier,Dreamshape,Havoc,Elemental,Yes,4,8,1,5,2,2,,,Castor,On Spawn Another Dreamshape Attacks Next Initiative,,,
Fire Station,Dreamplane,Authority,Elemental,No,1,,,,,,1,1,Give A Dreamshape Swift,,,,
Fizzball,Dreamshape,Outlander,Elemental,No,1,2,2,2,0,2,,,Swift,Recharge[2],,,
Energy Lizzorx,Dreamshape,Outlander,Mechanical,No,2,6,2,3,6,5,,,Swift,,,,
Chomper,Dreamshape,Outlander,Elemental,No,2,6,4,4,5,6,,,Active Pay 5 Energy To Attack Next Initiative,,,,
Bytter,Dreamshape,Outlander,Elemental,No,1,4,4,3,4,3,,,Active Once Per Turn Pay 3 Energy To Attack Next Initiative,,,,
Soul Abductor,Dreamshape,Sect13,Shadow,No,2,6,3,5,5,5,,,On Spawn Remove A Keyword From A Dreamshape,,,,
Junk Seizer,Dreamshape,Authority,Mechanical,Yes,3,7,4,5,5,6,,,Active Enemy Dreamshapes In Column Have No Effects,,,,
Junk Strike,Warp,Havoc,Elemental,No,2,2,,,,,,,"Discard As Many Cards From Your Hand As You Would Like, For Each Card Discarded Deal 2 Damage To A Dreamshape",,,,
Death Is Not The End,Warp,Sect13,Void,No,2,1,,,,,,,Destroy Ally unit to stop an enemy Unit from attacking for turn,,,,
Shock Wizard,Dreamshape,Sect13,Shadow,Yes,3,8,1,6,6,7,,,Active Targeted dreamshape cannot attack,on Turn start change Target for Active effect,,,
I Dare You,Warp,Sect13,Q,No,2,3,,,,,,,"Cancel last played warp, if owner of canceled warp pays 4 energy cancel this warp",,,,
Spawn Shock,Warp,Sect13,Void,No,2,4,,,,,,,in response to placement of dreamshape the owner of the dreamshape must pay 4 energy or it goes to discard,,,,
Stimmulate,Warp,Outlander,Void,No,2,3,,,,,,,Reduce A Dreamshapes Attack By 2 To Give A Dreamshape 4 Defense,,,,
Meld,Distort,Sect13,Void,No,3,2,,,,,,,play 2 dreamshapes paying their cost. on of the dreamshapes gains the attack and defense of the other and then goes to the discard,,,,
Shoorm Bouncer,Dreamshape,Authority,Flora,No,3,5,3,4,5,4,,,Active Immune To All Keyword Effects,,,,
Strike Back,Warp,Sect13,Void,No,2,1,,,,,,,Pay The Cost Of Last Played Warp Or Distort To Negate It,,,,
Frontline Supplies,Distort,Outlander,Void,No,2,0,,,,,,,Gain 3 Energy If An Opponent Does Not Respond With A Warp,,,,
Injure To Protect,Warp,Authority,Void,No,3,3,,,,,,,Remove All Natural Effects From A Dreamshape And Give It Barrier,,,,
Loot Bag,Warp,Asylum,Void,No,2,3,,,,,,,Blink Search Your Deck For A Warp And Play It Immediately Paying Its Cost,,,,
Bully The Weak,Warp,Havoc,Animalistic,No,2,6,,,,,,,Destroy A Dreamshape That Has Lower Attack Then An Ally Dreamshape On The Field,,,,
Castor Void,Warp,Sect13,Void,No,3,4,,,,,,,In Response To A Dreamshape Being Played Outside The Placement Phase Destory It,,,,
Shadows Strike Twice,Distort,Havoc,Void,Yes,2,3,,,,,,,Play An Additional Nightmare Card This Turn Paying An Extra 5 To Play,,,,
Last Effort,Warp,Havoc,Void,No,3,3,,,,,,,Pay 4 Morale To Counter Last Played Warp Or Distort,,,,
Shadow Consumer,Dreamshape,Havoc,Shadow,No,2,8,2,4,7,7,,,Nightmare,Kill[Gain 8 Morale],,,
Dark Shrum,Dreamshape,Sect13,Flora,No,1,5,1,1,4,4,,,Nightmare,On Death Gain 4 Morale,,,
Dream Shrum,Dreamshape,Asylum,Flora,No,3,5,4,0,8,8,,,On Spawn Lose 10 Morale,On Death Gain 8 Morale,,,
Toxic Shrum,Dreamshape,Asylum,Flora,No,2,4,2,3,5,5,,,On Spawn Lose 4 Morale,Revitalize[3],,,
Rat Smasher,Dreamshape,Havoc,Animalistic,No,2,4,2,2,6,5,,,On Spawn Lose 6 Morale,,,,
Dreamer,Dreamshape,Sect13,Elemental,No,1,5,4,1,5,5,,,Nightmare,Revitalize[2],,,
From The Shadows,Warp,Sect13,Void,No,2,1,,,,,,,Pay 4 Morale To Play A Dreamshape As If It Had Castor,,,,
Light Shrum,Dreamshape,Sect13,Flora,No,1,5,3,0,3,3,,,Nightmare,On Turn End Gain 2 Morale,,,
Life In Darkness,Attachment,Sect13,Flora,No,2,5,,,,,,,Attached Dreamshape Gains On Death Gain Morale Equal To Its Nightmare Cost,,,,
Double Edge Daggers,Attachment,Havoc,Animalistic,No,3,4,,,,,,,Attached Dreamshape Gains 5 Attack And On Turn End Lose 3 Morale,,,,
Dream Breaker,Dreamshape,Havoc,Elemental,No,4,7,1,2,9,6,,,Nightmare,On Turn End Lose 2 Morale,,,
Overgrowth,Distort,Mercenary,Flora,No,1,12,,,,,,,Gain 15 Morale,,,,
Through The Ashes,Warp,Sect13,Void,No,1,3,,,,,,,Set Backlash Of Dreamshape With Nightmare To 0,,,,
Nightmare Caller,Dreamshape,Sect13,Void,Yes,3,7,2,2,3,3,,,Nightmare,On Spawn Play Another Dreamshape With Nightmare From Hand Paying Its Cost,,,
Sandy Oasis,Landmark,Asylum,Void,No,2,3,,,,,,,Occupying Dreamshape Gains On Death Gain 4 Morale,,,,
Fire Wolf,Dreamshape,Havoc,Elemental,No,3,6,3,5,7,7,,,On Turn End All Players Lose 3 Morale,,,,
Beach,Dreamplane,Asylum,None,No,,,,,,,3,1,Return A 3 Cost Or Less Dreamshape To Its Owner's Hand,,,,
Deep Canyon,Dreamplane,Asylum,Mechanical,No,,,,,,,3,1,Give A Dreamshape Armor[2],,,,
Deserted Island,Dreamplane,Asylum,None,No,,,,,,,2,2,None,,,,
Flower Bed,Dreamplane,Asylum,Flora,No,,,,,,,1,2,Give A Dreamshape 2 Defense,,,,
Foggy Shore,Dreamplane,Asylum,Mechanical,Yes,,,,,,,0,3,Move A Dreamshape To An Available Space,,,,
